date,title,url
2018-02-07,南都物业股票交易异常波动公告,/disclosure/listedinfo/announcement/c/2018-02-07/603506_20180207_1.pdf
2018-02-07,南都物业：关于《南都物业服务股份有限公司股票交易异常波动有关事项的问询函》的回函,/disclosure/listedinfo/announcement/c/2018-02-07/603506_20180207_2.pdf
2018-02-07,南都物业2017年年度业绩预增公告,/disclosure/listedinfo/announcement/c/2018-02-07/603506_20180207_3.pdf
2018-02-09,南都物业股票交易异常波动公告,/disclosure/listedinfo/announcement/c/2018-02-09/603506_20180209_1.pdf
2018-02-09,南都物业：关于《南都物业服务股份有限公司股票交易异常波动有关事项的问询函》的回函,/disclosure/listedinfo/announcement/c/2018-02-09/603506_20180209_2.pdf
2018-02-15,南都物业股票交易异常波动公告,/disclosure/listedinfo/announcement/c/2018-02-15/603506_20180215_1.pdf
2018-02-15,南都物业：关于《南都物业服务股份有限公司股票交易异常波动有关事项的问询函》的回函,/disclosure/listedinfo/announcement/c/2018-02-15/603506_20180215_2.pdf
