date,title,url
2017-01-09,立昂技术：新疆柏坤亚宣律师事务所关于公司首次公开发行股票并在创业板上市之补充法律意见书（二）,finalpage/2017-01-09/1202998962.PDF
2017-01-09,立昂技术：中国证监会关于核准公司首次公开发行股票的批复,finalpage/2017-01-09/1202998963.PDF
2017-01-09,立昂技术：内部控制鉴证报告（2016年6月30日）,finalpage/2017-01-09/1202998964.PDF
2017-01-09,立昂技术：公司章程（草案）,finalpage/2017-01-09/1202998965.PDF
2017-01-09,立昂技术：关于公司设立以来股本演变情况的说明及公司董事、监事、高级管理人员的确认意见,finalpage/2017-01-09/1202998966.PDF
2017-01-09,立昂技术：审阅报告及财务报表（2016年1-9月）,finalpage/2017-01-09/1202998967.PDF
2017-01-09,立昂技术：发行人控股股东、实际控制人对招股说明书的确认意见,finalpage/2017-01-09/1202998968.PDF
2017-01-09,立昂技术：海通证券股份有限公司关于公司首次公开发行股票并在创业板上市之发行保荐书,finalpage/2017-01-09/1202998969.PDF
2017-01-09,立昂技术：海通证券股份有限公司关于公司首次公开发行股票并在创业板上市保荐工作报告,finalpage/2017-01-09/1202998970.PDF
2017-01-09,立昂技术：新疆柏坤亚宣律师事务所关于公司首次公开发行股票并在创业板上市之律师工作报告,finalpage/2017-01-09/1202998971.PDF
2017-01-09,立昂技术：首次公开发行股票并在创业板上市招股意向书,finalpage/2017-01-09/1202998972.PDF
2017-01-09,立昂技术：新疆柏坤亚宣律师事务所关于公司首次公开发行股票并在创业板上市之法律意见书,finalpage/2017-01-09/1202998973.PDF
2017-01-09,立昂技术：2014年年度股东大会会议决议,finalpage/2017-01-09/1202998974.PDF
2017-01-09,立昂技术：2015年第一次临时股东大会会议决议,finalpage/2017-01-09/1202998975.PDF
2017-01-09,立昂技术：第一届董事会第七次会议决议,finalpage/2017-01-09/1202998976.PDF
2017-01-09,立昂技术：第一届董事会第八次会议决议,finalpage/2017-01-09/1202998977.PDF
2017-01-09,立昂技术：非经常性损益及净资产收益率和每股收益的专项审核报告（2013年度至2016年1-6月）,finalpage/2017-01-09/1202998978.PDF
2017-01-09,立昂技术：新疆柏坤亚宣律师事务所关于公司首次公开发行股票并在创业板上市之补充法律意见书（一）,finalpage/2017-01-09/1202998979.PDF
2017-01-09,立昂技术：新疆柏坤亚宣律师事务所关于公司首次公开发行股票并在创业板上市之补充法律意见书（三）,finalpage/2017-01-09/1202998980.PDF
2017-01-09,立昂技术：审计报告及财务报表（2013年1月1日至2016年6月30日止）,finalpage/2017-01-09/1202998981.PDF
2017-01-09,立昂技术：首次公开发行股票并在创业板上市初步询价及推介公告,finalpage/2017-01-09/1202998982.PDF
2017-01-09,立昂技术：首次公开发行股票并在创业板上市提示性公告,finalpage/2017-01-09/1202998983.PDF
2017-01-13,立昂技术：首次公开发行股票并在创业板上市网上路演公告,finalpage/2017-01-13/1203011303.PDF
2017-01-16,立昂技术：首次公开发行股票并在创业板上市投资风险特别公告,finalpage/2017-01-16/1203014575.PDF
